Movie,trunc,Release Date,Distributor,Genre
Aida’s Secrets,Aida’s Secrets,"Oct 20, 2017",Music Box Films,Documentary
Nelly,Nelly,"Sep 7, 2018",Cinema Libre,Drama
State Like Sleep,State Like Sleep,,,Drama
An L.A. Minute,An L.A. Minute,"Aug 24, 2018",Strand Releasing,Comedy
Nana,Nana,"Apr 13, 2018",First Run Features,Documentary
The Paris Opera,The Paris Opera,"Oct 18, 2017",Film Movement,Documentary
Straight Into a Storm,Straight Into a Stor,"Jun 15, 2018",Abramorama Films,Documentary
12 Days,12 Days,"Mar 16, 2018",Distrib Films,Documentary
ACORN and the Firestorm,ACORN and the Firest,"Apr 6, 2018",First Run Features,Documentary
Shadowman,Shadowman,"Dec 1, 2017",Film Movement,Documentary
The Tribes of Palos Verdes,The Tribes of Palos ,"Dec 1, 2017",,Drama
Frank Serpico,Frank Serpico,"Nov 1, 2017",,Documentary
A Wizard’s Tale,A Wizard’s Tale,"Sep 14, 2018",Blue Fox Entertai…,Adventure
Félicité,Félicité,"Oct 27, 2017",Strand Releasing,Drama
West of the Jordan River,West of the Jordan R,"Jan 26, 2018",Kino Lorber,Documentary
The Fencer,The Fencer,"Jul 21, 2017",CFI,Drama
The Lost Village,The Lost Village,"Oct 19, 2018",First Run Features,Documentary
Permanent,Permanent,"Dec 15, 2017",Magnolia Pictures,Comedy
Rat Film,Rat Film,"Sep 15, 2017",Cinema Guild,Documentary
Mama Africa,Mama Africa,"Jun 7, 2002",,
El Pacto,El Pacto,"Oct 26, 2018",Sony Pictures,Horror
That Way Madness Lies,That Way Madness Lie,"Dec 14, 2018",First Run Features,Documentary
Marrowbone,Marrowbone,"Apr 13, 2018",Magnet Pictures,Horror
Beauty & the Beholder,Beauty & the Beholde,"Oct 26, 2018",Reel One Entertai…,Romantic Comedy
Invisible Hands,Invisible Hands,"Nov 23, 2018",First Run Features,Documentary
30 Years of Garbage: The Ga…,30 Years of Garbage:,"Jul 28, 2017",Indican Pictures,Documentary
Two Men Went to War,Two Men Went to War,"Mar 26, 2004",Indican Pictures,Comedy
Bad Lucky Goat,Bad Lucky Goat,"Oct 13, 2017",Film Movement,Drama
TVTV: Video Revolutionaries,TVTV: Video Revoluti,"Oct 19, 2018",First Run Features,Documentary
Billionaire Boys Club,Billionaire Boys Clu,"Aug 17, 2018",Vertical Entertai…,Drama
To Die is Hard,To Die is Hard,"Dec 17, 2010",Driving With Our …,Comedy
Higher Power,Higher Power,"May 11, 2018",Magnet Pictures,Thriller/Suspense
Mobile Homes,Mobile Homes,"Apr 20, 2018",Uncork'd Entertai…,Drama
Midget Zombie Takeover,Midget Zombie Takeov,"Feb 8, 2013",Driving With Our …,Comedy
Sweet Virginia,Sweet Virginia,"Nov 17, 2017",,Thriller/Suspense
